id,age,gender,income,education,region,loyalty_status,purchase_frequency,purchase_amount,product_category,product_name,promotion_usage,satisfaction_score
8464,34,Female,12535,College,West,Silver,frequent,4062,Health,Tylenol Extra Strength Caplets,0,5
8465,28,Male,34312,College,South,Regular,rare,13145,Food,Cadbury Dairy Milk Chocolate Bar,1,6
8466,28,Male,12814,Bachelor,West,Silver,rare,3642,Health,Blackmores Multivitamin For Adults,1,7
8467,30,Female,46473,College,South,Regular,frequent,14318,Food,Pringles Original Potato Crisps,0,4
8468,25,Female,13241,College,West,Regular,rare,5360,Electronics,Sony WH-1000XM5 Wireless Noise Cancelling Headphones,0,5
8469,30,Female,20084,College,North,Silver,frequent,6895,Clothing,Adidas Essentials Logo T-shirt,0,5
8470,26,Male,42681,College,East,Silver,occasional,14830,Books,The 7 Habits of Highly Effective People - Stephen Covey,0,3
8471,24,Male,36550,College,West,Silver,rare,11593,Food,Cadbury Dairy Milk Chocolate Bar,1,6
8472,26,Male,30494,HighSchool,West,Regular,rare,8450,Electronics,Bose QuietComfort 45 Noise Cancelling Headphones,1,6
8473,35,Male,28271,Bachelor,East,Regular,rare,9624,Books,The Silent Patient - Alex Michaelides,0,6
8474,25,Male,28701,Masters,East,Silver,occasional,7962,Food,Lay's Potato Chips - Classic Flavor,0,5
8475,26,Male,29439,College,East,Gold,frequent,8681,Books,The 7 Habits of Highly Effective People - Stephen Covey,0,5
8476,20,Male,35067,College,West,Silver,rare,10777,Electronics,Apple iPhone 15 Pro,1,7
8477,32,Female,6884,College,East,Regular,rare,1588,Electronics,Sony WH-1000XM5 Wireless Noise Cancelling Headphones,0,5
8478,30,Male,16865,HighSchool,South,Silver,occasional,5451,Clothing,Uniqlo Women Ultra Stretch Skinny Fit Jeans,1,4
8479,28,Male,21219,Bachelor,East,Regular,occasional,7608,Clothing,Uniqlo U Crew Neck Short-Sleeve T-shirt,1,5
8480,34,Male,45897,College,East,Silver,rare,17532,Electronics,Sony WH-1000XM5 Wireless Noise Cancelling Headphones,0,6
8481,30,Female,16495,HighSchool,North,Gold,frequent,6792,Electronics,Google Pixel 8,0,6
8482,33,Female,15638,College,West,Silver,rare,4548,Beauty,L’Oreal Paris Infallible 24H Fresh Wear Foundation,0,6
8483,28,Female,18128,Bachelor,West,Regular,frequent,5578,Clothing,Levi's Women's 501 Original Fit Jeans,0,5
8484,27,Female,34762,College,West,Silver,occasional,12758,Electronics,Apple iPhone 15 Pro,0,5
8485,35,Female,46163,Bachelor,West,Silver,occasional,17190,Electronics,Apple iPhone 15 Pro,0,6
8486,34,Female,5056,College,South,Regular,frequent,1646,Electronics,Sennheiser Momentum 4 Wireless Headphones,0,4
8487,34,Male,16135,College,East,Regular,rare,3992,Electronics,Sennheiser Momentum 4 Wireless Headphones,0,5
8488,32,Male,44955,Bachelor,South,Regular,occasional,15743,Electronics,Sony WH-1000XM5 Wireless Noise Cancelling Headphones,1,3
8489,29,Female,28063,HighSchool,South,Regular,frequent,9104,Books,How to Win Friends and Influence People - Dale Carnegie,0,5
8490,26,Male,39529,Bachelor,North,Regular,occasional,13777,Books,Gone Girl - Gillian Flynn,1,6
8491,39,Male,29464,HighSchool,South,Regular,occasional,11408,Clothing,Uniqlo Women Ultra Stretch Skinny Fit Jeans,0,7
8492,31,Female,42501,Masters,South,Silver,occasional,14507,Electronics,Bose QuietComfort 45 Noise Cancelling Headphones,0,6
8493,28,Female,22053,HighSchool,North,Gold,occasional,7709,Electronics,Samsung Galaxy S24,0,7
8494,38,Female,38254,Masters,East,Silver,occasional,13609,Food,Pringles Original Potato Crisps,0,4
8495,38,Male,5607,Bachelor,West,Silver,rare,1818,Beauty,Cetaphil Gentle Skin Cleanser,0,5
8496,27,Female,45034,HighSchool,South,Regular,rare,16705,Food,Cadbury Dairy Milk Chocolate Bar,0,6
8497,30,Male,15696,Bachelor,South,Regular,frequent,6779,Clothing,Nike Sportswear Club T-shirt,1,5
8498,29,Female,14504,College,North,Gold,rare,5799,Food,Oishi Prawn Crackers - Spicy Flavor,1,5
8499,34,Female,42114,College,South,Gold,rare,18193,Clothing,Adidas Essentials Logo T-shirt,0,5
8500,29,Female,16603,College,West,Regular,rare,4933,Electronics,Bose QuietComfort 45 Noise Cancelling Headphones,0,5
8501,31,Female,32109,College,North,Silver,occasional,9544,Health,Panadol Extra Tablets,0,5
8502,30,Female,26051,College,East,Silver,rare,7219,Electronics,Sony WH-1000XM5 Wireless Noise Cancelling Headphones,1,7
8503,30,Female,16406,Bachelor,South,Regular,rare,6578,Food,Lay's Potato Chips - Classic Flavor,0,3
8504,26,Male,21827,College,West,Regular,rare,8219,Electronics,Sennheiser Momentum 4 Wireless Headphones,0,4
8505,31,Male,27071,College,West,Silver,rare,10957,Electronics,Google Pixel 8,1,5
8506,32,Female,24159,HighSchool,West,Regular,rare,11064,Electronics,Sennheiser Momentum 4 Wireless Headphones,1,7
8507,30,Male,49301,HighSchool,West,Regular,rare,19352,Beauty,MAC Studio Fix Fluid SPF 15 Foundation,0,7
8508,28,Female,45796,Bachelor,East,Regular,occasional,16279,Electronics,Bose QuietComfort 45 Noise Cancelling Headphones,0,5
8509,33,Female,15499,College,North,Regular,rare,5330,Clothing,Levi's Women's 501 Original Fit Jeans,0,3
8510,31,Female,31882,Bachelor,East,Silver,rare,9701,Books,How to Win Friends and Influence People - Dale Carnegie,1,6
8511,34,Male,14978,HighSchool,North,Silver,frequent,4346,Electronics,Sennheiser Momentum 4 Wireless Headphones,0,4
8512,25,Male,40371,Bachelor,West,Regular,rare,15810,Books,The 7 Habits of Highly Effective People - Stephen Covey,0,4
8513,39,Female,16355,College,West,Regular,rare,5971,Books,The Silent Patient - Alex Michaelides,1,6
8514,25,Male,19396,Bachelor,West,Silver,rare,6157,Books,The Girl on the Train - Paula Hawkins,1,5
8515,28,Female,29586,College,West,Regular,occasional,10291,Electronics,Sennheiser Momentum 4 Wireless Headphones,1,6
8516,33,Male,38225,Bachelor,East,Gold,occasional,11031,Electronics,Sennheiser Momentum 4 Wireless Headphones,1,6
8517,32,Female,30678,Bachelor,East,Regular,frequent,9338,Health,Panadol Extra Tablets,0,5
8518,23,Female,49125,College,West,Regular,rare,21515,Clothing,Uniqlo Women Ultra Stretch Skinny Fit Jeans,1,4
8519,27,Female,28057,HighSchool,East,Regular,frequent,10006,Clothing,Zara Women's Hi-Rise Skinny Jeans,0,6
8520,33,Male,6778,College,West,Silver,rare,2810,Food,Hershey's Milk Chocolate Bar,0,4
8521,40,Female,11179,College,East,Gold,occasional,3693,Electronics,Sennheiser Momentum 4 Wireless Headphones,0,5
8522,38,Female,46695,HighSchool,East,Silver,occasional,17469,Clothing,Adidas Essentials Logo T-shirt,0,6
8523,39,Male,21651,HighSchool,West,Silver,frequent,6835,Electronics,Google Pixel 8,0,5
8524,35,Male,44398,Bachelor,East,Gold,occasional,17416,Books,The 7 Habits of Highly Effective People - Stephen Covey,0,6
8525,32,Female,27297,College,North,Regular,rare,9553,Clothing,Nike Sportswear Club T-shirt,0,5
8526,29,Female,39627,Bachelor,East,Gold,frequent,17124,Electronics,Bose QuietComfort 45 Noise Cancelling Headphones,1,6
8527,33,Male,43984,HighSchool,North,Regular,rare,12873,Electronics,Apple iPhone 15 Pro,0,5
8528,27,Female,16454,College,North,Regular,occasional,4239,Food,Oishi Prawn Crackers - Spicy Flavor,0,5
8529,21,Female,5895,HighSchool,West,Silver,occasional,2069,Food,Cadbury Dairy Milk Chocolate Bar,0,5
8530,35,Male,28623,Bachelor,East,Regular,occasional,11214,Electronics,Bose QuietComfort 45 Noise Cancelling Headphones,0,4
8531,28,Male,17388,Masters,South,Regular,rare,6581,Clothing,Nike Sportswear Club T-shirt,1,5
8532,33,Female,12800,College,East,Regular,occasional,4857,Food,Lay's Potato Chips - Classic Flavor,0,6
8533,22,Female,6962,College,West,Regular,rare,2370,Books,The Girl on the Train - Paula Hawkins,0,5
8534,14,Female,26544,Masters,South,Silver,occasional,8120,Food,Lay's Potato Chips - Classic Flavor,1,3
8535,29,Male,15398,College,North,Silver,occasional,6980,Beauty,Cerave Hydrating Facial Cleanser,0,4
8536,24,Female,33407,Bachelor,East,Regular,occasional,11989,Clothing,Uniqlo U Crew Neck Short-Sleeve T-shirt,0,2
8537,28,Female,41941,Bachelor,East,Regular,rare,14323,Electronics,Apple iPhone 15 Pro,0,6
8538,32,Female,38875,College,West,Gold,rare,12191,Electronics,Sony WH-1000XM5 Wireless Noise Cancelling Headphones,1,5
8539,28,Male,45195,Bachelor,East,Regular,rare,17796,Home,Toshiba Rice Cooker,0,5
8540,30,Female,6836,College,East,Silver,occasional,2502,Beauty,Maybelline Fit Me Matte + Poreless Foundation,0,4
8541,27,Female,30435,Masters,North,Regular,occasional,11081,Electronics,Apple iPhone 15 Pro,1,5
8542,25,Male,40137,Bachelor,East,Silver,occasional,12370,Electronics,Sennheiser Momentum 4 Wireless Headphones,1,4
8543,29,Male,25507,Bachelor,West,Silver,rare,9535,Electronics,Samsung Galaxy S24,1,6
8544,35,Male,22168,College,West,Regular,frequent,8569,Electronics,Sony WH-1000XM5 Wireless Noise Cancelling Headphones,0,6
8545,25,Female,39110,Bachelor,East,Silver,rare,14013,Food,Hershey's Milk Chocolate Bar,1,4
8546,34,Male,18806,HighSchool,East,Silver,rare,6759,Food,Pringles Original Potato Crisps,1,4
8547,28,Male,24424,College,South,Silver,rare,10498,Books,The Girl on the Train - Paula Hawkins,0,4
8548,24,Male,39435,Bachelor,North,Regular,frequent,15805,Food,Lay's Potato Chips - Classic Flavor,0,5
8549,33,Male,29384,College,North,Silver,occasional,12565,Books,The Girl on the Train - Paula Hawkins,1,4
8550,33,Female,18216,College,East,Silver,frequent,6868,Electronics,Apple iPhone 15 Pro,0,3
8551,35,Male,37390,Bachelor,West,Regular,occasional,15896,Electronics,Apple iPhone 15 Pro,0,7
8552,33,Female,7442,Masters,North,Silver,rare,2024,Electronics,Apple iPhone 15 Pro,1,5
8553,30,Female,44695,College,West,Silver,frequent,16915,Food,Cadbury Dairy Milk Chocolate Bar,0,3
8554,37,Male,39381,HighSchool,East,Regular,rare,10230,Electronics,Sony WH-1000XM5 Wireless Noise Cancelling Headphones,0,5
8555,28,Male,44017,College,South,Gold,occasional,17935,Food,Oishi Prawn Crackers - Spicy Flavor,1,6
8556,30,Male,29911,College,South,Regular,rare,11986,Electronics,Bose QuietComfort 45 Noise Cancelling Headphones,0,5
8557,29,Female,8862,Bachelor,West,Regular,occasional,2998,Electronics,Sennheiser Momentum 4 Wireless Headphones,0,6
8558,33,Female,20279,Masters,East,Regular,occasional,8462,Electronics,Sennheiser Momentum 4 Wireless Headphones,0,6
8559,28,Male,47310,College,North,Regular,occasional,14226,Books,The 7 Habits of Highly Effective People - Stephen Covey,0,5
8560,33,Male,39867,HighSchool,West,Silver,rare,18823,Electronics,Samsung Galaxy S24,1,6
8561,24,Male,25179,Bachelor,North,Silver,rare,9158,Beauty,MAC Studio Fix Fluid SPF 15 Foundation,1,5
8562,27,Female,48895,College,North,Silver,rare,14635,Beauty,Cerave Hydrating Facial Cleanser,1,4
8563,31,Female,21938,Bachelor,South,Regular,rare,8066,Electronics,Google Pixel 8,0,6
8564,31,Female,49316,Bachelor,South,Regular,rare,20258,Clothing,Adidas Essentials Logo T-shirt,0,4
8565,27,Male,30494,College,West,Regular,rare,12251,Electronics,Bose QuietComfort 45 Noise Cancelling Headphones,0,6
8566,36,Female,39652,HighSchool,East,Regular,rare,14681,Health,Efferalgan Tablets,0,5
8567,34,Male,24516,College,South,Regular,frequent,9717,Food,Milka Alpine Milk Chocolate Bar,0,5
8568,30,Female,25356,Bachelor,South,Regular,rare,8641,Health,One A Day Men's/Women's Formula,0,5
8569,31,Male,16725,Bachelor,North,Silver,occasional,6917,Books,Atomic Habits - James Clear,0,5
8570,29,Male,20216,College,South,Regular,occasional,4965,Clothing,Zara Women's Hi-Rise Skinny Jeans,1,8
8571,35,Male,37627,Bachelor,West,Regular,rare,11726,Electronics,Samsung Galaxy S24,1,5
8572,32,Female,20008,College,South,Regular,occasional,7595,Home,Sunhouse Rice Cooker,1,4
8573,21,Female,11749,Bachelor,East,Silver,occasional,3555,Books,The 7 Habits of Highly Effective People - Stephen Covey,0,5
8574,30,Female,18844,College,North,Regular,occasional,5719,Food,Cadbury Dairy Milk Chocolate Bar,0,3
8575,30,Female,33616,Bachelor,East,Silver,rare,12023,Health,Tylenol Extra Strength Caplets,0,5
8576,25,Female,19001,Masters,South,Silver,rare,7152,Food,Oishi Prawn Crackers - Spicy Flavor,0,5
8577,28,Male,10897,Bachelor,South,Regular,frequent,3296,Food,Pringles Original Potato Crisps,1,5
8578,38,Female,19825,Bachelor,West,Regular,rare,7279,Electronics,Bose QuietComfort 45 Noise Cancelling Headphones,0,5
8579,41,Female,45610,Bachelor,North,Regular,rare,13846,Clothing,Uniqlo Women Ultra Stretch Skinny Fit Jeans,0,7
8580,35,Female,36992,Masters,North,Silver,occasional,17185,Clothing,Uniqlo U Crew Neck Short-Sleeve T-shirt,0,4
8581,28,Male,18603,College,East,Regular,rare,5612,Books,Atomic Habits - James Clear,0,4
8582,34,Male,25621,Masters,East,Gold,occasional,6303,Books,Gone Girl - Gillian Flynn,0,7
8583,33,Female,23108,HighSchool,North,Silver,rare,8329,Clothing,Nike Sportswear Club T-shirt,0,5
8584,38,Female,30185,Bachelor,South,Regular,rare,10460,Beauty,Cetaphil Gentle Skin Cleanser,1,6
8585,27,Male,12204,College,West,Gold,rare,2789,Food,Lay's Potato Chips - Classic Flavor,0,6
8586,34,Female,17087,College,East,Regular,frequent,7129,Books,Gone Girl - Gillian Flynn,0,6
8587,42,Female,35594,College,South,Regular,frequent,12418,Electronics,Sennheiser Momentum 4 Wireless Headphones,0,5
8588,21,Female,43505,HighSchool,West,Regular,rare,13532,Clothing,Zara Women's Hi-Rise Skinny Jeans,1,4
8589,34,Female,47341,Masters,East,Regular,rare,19241,Clothing,Uniqlo U Crew Neck Short-Sleeve T-shirt,0,5
8590,36,Male,32437,College,East,Silver,rare,9783,Electronics,Apple iPhone 15 Pro,1,6
8591,32,Male,15152,Bachelor,East,Regular,occasional,5725,Books,The Silent Patient - Alex Michaelides,0,4
8592,33,Male,9625,Masters,West,Silver,rare,3776,Electronics,Bose QuietComfort 45 Noise Cancelling Headphones,0,7
8593,27,Female,38324,Bachelor,North,Regular,occasional,12626,Health,Tylenol Extra Strength Caplets,0,5
8594,27,Female,30752,College,East,Regular,occasional,10897,Clothing,Levi's Women's 501 Original Fit Jeans,1,6
8595,25,Male,8655,Masters,West,Regular,rare,3394,Clothing,Uniqlo U Crew Neck Short-Sleeve T-shirt,1,5
8596,22,Female,37013,College,East,Silver,occasional,11476,Books,Atomic Habits - James Clear,0,5
8597,32,Female,49108,HighSchool,East,Silver,frequent,19982,Clothing,Uniqlo U Crew Neck Short-Sleeve T-shirt,0,3
8598,30,Female,41429,College,South,Regular,occasional,14994,Food,Hershey's Milk Chocolate Bar,1,5
8599,30,Female,46179,HighSchool,South,Regular,rare,14956,Books,Atomic Habits - James Clear,1,6
8600,31,Female,38599,College,South,Regular,occasional,15114,Electronics,Bose QuietComfort 45 Noise Cancelling Headphones,0,4
8601,28,Male,42034,College,North,Silver,occasional,12013,Clothing,Nike Sportswear Club T-shirt,0,5
8602,38,Female,48046,College,West,Silver,rare,15334,Electronics,Bose QuietComfort 45 Noise Cancelling Headphones,0,5
8603,32,Female,47861,College,West,Silver,occasional,12342,Electronics,Sennheiser Momentum 4 Wireless Headphones,1,6
8604,30,Male,18532,College,West,Regular,occasional,6634,Electronics,Bose QuietComfort 45 Noise Cancelling Headphones,0,5
8605,25,Female,45335,College,East,Silver,frequent,13770,Electronics,Samsung Galaxy S24,0,5
8606,26,Male,23158,Bachelor,South,Regular,occasional,7766,Food,Hershey's Milk Chocolate Bar,0,6
8607,27,Female,39413,HighSchool,North,Silver,rare,11969,Clothing,Adidas Essentials Logo T-shirt,0,4
8608,32,Male,34113,HighSchool,West,Silver,rare,11839,Food,Cadbury Dairy Milk Chocolate Bar,0,4
8609,34,Female,8651,Bachelor,South,Regular,rare,3072,Food,Oishi Prawn Crackers - Spicy Flavor,1,4
8610,27,Female,16544,College,North,Silver,rare,7357,Clothing,Levi's Women's 501 Original Fit Jeans,0,5
8611,26,Male,26695,Bachelor,West,Regular,rare,10925,Food,Milka Alpine Milk Chocolate Bar,0,5
8612,27,Female,26856,Bachelor,West,Regular,occasional,7953,Clothing,Nike Sportswear Club T-shirt,1,4
8613,25,Male,48894,Masters,North,Silver,frequent,17430,Health,Blackmores Multivitamin For Adults,1,5
8614,30,Female,23436,Bachelor,West,Silver,occasional,9203,Electronics,Apple iPhone 15 Pro,0,5
8615,35,Female,12997,HighSchool,West,Silver,rare,3255,Clothing,Nike Sportswear Club T-shirt,1,5
8616,18,Female,24186,College,South,Regular,frequent,9631,Clothing,Levi's Women's 501 Original Fit Jeans,1,5
8617,30,Female,32859,College,North,Gold,rare,9631,Electronics,Bose QuietComfort 45 Noise Cancelling Headphones,1,5
8618,36,Female,17184,HighSchool,West,Silver,rare,6914,Clothing,Uniqlo Women Ultra Stretch Skinny Fit Jeans,0,5
8619,26,Male,24952,HighSchool,East,Regular,occasional,7387,Beauty,L’Oreal Paris Infallible 24H Fresh Wear Foundation,0,5
8620,30,Female,35895,College,South,Silver,occasional,12804,Home,Tefal Blender,0,5
8621,34,Male,42438,College,East,Regular,frequent,16986,Beauty,MAC Studio Fix Fluid SPF 15 Foundation,1,6
8622,32,Female,46469,Bachelor,East,Regular,frequent,15707,Home,Tefal Blender,0,5
8623,31,Female,5482,College,South,Regular,occasional,2024,Books,The Girl on the Train - Paula Hawkins,0,5
8624,20,Female,19898,HighSchool,West,Silver,rare,5169,Electronics,Google Pixel 8,0,6
8625,28,Male,7608,HighSchool,North,Regular,frequent,2631,Books,The Silent Patient - Alex Michaelides,0,4
8626,29,Female,24605,Bachelor,North,Silver,rare,7063,Electronics,Google Pixel 8,1,4
8627,35,Female,21687,College,North,Gold,rare,7921,Clothing,Zara Women's Hi-Rise Skinny Jeans,0,5
8628,31,Male,49245,HighSchool,South,Regular,occasional,18120,Clothing,Uniqlo U Crew Neck Short-Sleeve T-shirt,0,5
8629,33,Male,28100,HighSchool,East,Regular,rare,6567,Clothing,Adidas Essentials Logo T-shirt,1,6
8630,34,Female,44404,Bachelor,South,Regular,frequent,16479,Books,The Silent Patient - Alex Michaelides,0,6
8631,24,Female,18658,Bachelor,North,Silver,rare,7017,Electronics,Bose QuietComfort 45 Noise Cancelling Headphones,1,5
8632,32,Female,43535,Bachelor,West,Regular,occasional,12608,Clothing,Nike Sportswear Club T-shirt,0,6
8633,32,Female,49700,Bachelor,West,Silver,occasional,16298,Health,One A Day Men's/Women's Formula,1,4
8634,24,Female,47209,Bachelor,West,Regular,occasional,16934,Food,Cadbury Dairy Milk Chocolate Bar,0,6
8635,21,Female,5908,Bachelor,East,Regular,occasional,3085,Electronics,Google Pixel 8,0,5
8636,31,Female,14311,College,West,Gold,rare,5017,Clothing,Zara Women's Hi-Rise Skinny Jeans,0,8
8637,32,Female,28836,Masters,East,Regular,frequent,8390,Clothing,Uniqlo U Crew Neck Short-Sleeve T-shirt,0,4
8638,27,Male,47210,College,South,Silver,occasional,20980,Home,Sunhouse Rice Cooker,0,4
8639,35,Male,9715,Masters,East,Gold,rare,2664,Food,Oishi Prawn Crackers - Spicy Flavor,0,3
8640,24,Male,23076,College,West,Regular,occasional,8424,Electronics,Sennheiser Momentum 4 Wireless Headphones,0,4
8641,39,Male,44334,HighSchool,East,Gold,frequent,12525,Clothing,Zara Women's Hi-Rise Skinny Jeans,1,5
8642,33,Female,36699,Masters,South,Silver,frequent,12733,Clothing,Zara Women's Hi-Rise Skinny Jeans,1,5
8643,37,Male,25943,Bachelor,North,Regular,rare,10631,Books,Gone Girl - Gillian Flynn,0,5
8644,34,Female,20078,College,South,Silver,rare,6185,Electronics,Sony WH-1000XM5 Wireless Noise Cancelling Headphones,0,4
8645,32,Female,5824,Masters,North,Regular,rare,2168,Books,Atomic Habits - James Clear,0,5
8646,32,Female,38694,Bachelor,South,Gold,occasional,15110,Books,How to Win Friends and Influence People - Dale Carnegie,0,6
8647,36,Female,46160,Bachelor,East,Regular,rare,14836,Electronics,Sennheiser Momentum 4 Wireless Headphones,0,5
8648,35,Male,8623,College,East,Regular,frequent,2942,Health,Efferalgan Tablets,0,5
8649,31,Male,19291,Masters,West,Regular,frequent,6758,Electronics,Apple iPhone 15 Pro,1,4
8650,39,Male,23484,HighSchool,East,Regular,rare,6704,Health,Panadol Extra Tablets,0,5
8651,25,Male,44668,College,East,Silver,rare,17786,Electronics,Samsung Galaxy S24,0,4
8652,24,Female,27191,Bachelor,East,Silver,rare,10423,Health,Blackmores Multivitamin For Adults,0,5
8653,41,Male,19889,College,West,Gold,rare,6161,Electronics,Apple iPhone 15 Pro,0,5
8654,26,Female,38862,HighSchool,South,Silver,rare,16811,Electronics,Samsung Galaxy S24,0,5
8655,37,Male,28726,College,East,Silver,rare,11622,Electronics,Samsung Galaxy S24,1,6
8656,34,Female,12548,College,West,Silver,rare,4676,Books,Atomic Habits - James Clear,0,4
8657,28,Male,44090,Bachelor,North,Gold,frequent,15183,Electronics,Google Pixel 8,0,4
8658,30,Female,42497,College,West,Silver,rare,13964,Books,How to Win Friends and Influence People - Dale Carnegie,0,5
8659,28,Female,39170,Bachelor,South,Regular,frequent,13594,Books,Atomic Habits - James Clear,0,5
8660,30,Female,14288,HighSchool,North,Regular,rare,4191,Clothing,Uniqlo Women Ultra Stretch Skinny Fit Jeans,0,4
8661,28,Female,31827,College,East,Regular,frequent,10437,Electronics,Google Pixel 8,0,7
8662,25,Male,42536,College,South,Regular,rare,13779,Food,Milka Alpine Milk Chocolate Bar,1,6
8663,33,Male,37951,College,West,Regular,frequent,13074,Electronics,Apple iPhone 15 Pro,0,4
8664,29,Female,44203,College,West,Regular,rare,15485,Electronics,Sony WH-1000XM5 Wireless Noise Cancelling Headphones,1,7
8665,29,Female,42340,College,East,Silver,frequent,16911,Electronics,Sony WH-1000XM5 Wireless Noise Cancelling Headphones,1,4
8666,28,Female,49471,College,North,Regular,rare,19581,Health,One A Day Men's/Women's Formula,0,4
8667,32,Male,42531,HighSchool,West,Gold,occasional,15836,Books,The Silent Patient - Alex Michaelides,0,5
8668,26,Male,8002,Bachelor,West,Regular,occasional,2886,Clothing,Levi's Women's 501 Original Fit Jeans,0,5
8669,31,Male,21463,HighSchool,North,Silver,frequent,7447,Food,Milka Alpine Milk Chocolate Bar,0,6
8670,28,Male,22136,College,East,Regular,rare,9116,Food,Lay's Potato Chips - Classic Flavor,0,6
8671,29,Female,39346,HighSchool,West,Regular,rare,16694,Electronics,Sony WH-1000XM5 Wireless Noise Cancelling Headphones,0,6
8672,28,Male,9509,College,East,Regular,rare,3173,Clothing,Nike Sportswear Club T-shirt,1,4
8673,30,Male,12974,College,South,Silver,occasional,3997,Books,Gone Girl - Gillian Flynn,0,3
8674,32,Male,48160,College,West,Regular,occasional,19280,Electronics,Bose QuietComfort 45 Noise Cancelling Headphones,0,6
8675,26,Female,36721,Bachelor,East,Regular,rare,10712,Books,The 7 Habits of Highly Effective People - Stephen Covey,0,4
8676,27,Male,34091,Masters,East,Silver,frequent,13642,Electronics,Apple iPhone 15 Pro,0,5
8677,29,Male,46064,Bachelor,West,Silver,occasional,15528,Beauty,La Roche-Posay Effaclar Purifying Foaming Gel Cleanser,0,4
8678,23,Male,31868,College,East,Silver,rare,12767,Clothing,Uniqlo U Crew Neck Short-Sleeve T-shirt,1,5
8679,29,Male,22981,Bachelor,West,Silver,occasional,7247,Books,The 7 Habits of Highly Effective People - Stephen Covey,0,3
8680,37,Male,38035,HighSchool,East,Silver,frequent,14428,Food,Lay's Potato Chips - Classic Flavor,0,3
8681,28,Male,13014,College,South,Regular,rare,4509,Electronics,Samsung Galaxy S24,0,5
8682,30,Female,37128,Bachelor,South,Regular,occasional,13284,Electronics,Sennheiser Momentum 4 Wireless Headphones,1,6
8683,25,Female,18171,HighSchool,South,Gold,rare,4282,Health,Blackmores Multivitamin For Adults,0,3
8684,29,Female,22603,College,West,Regular,occasional,7948,Beauty,La Roche-Posay Effaclar Purifying Foaming Gel Cleanser,1,6
8685,32,Male,12279,Bachelor,South,Regular,rare,3793,Beauty,L’Oreal Paris Infallible 24H Fresh Wear Foundation,0,6
8686,34,Female,7656,HighSchool,North,Silver,occasional,3047,Food,Oishi Prawn Crackers - Spicy Flavor,1,5
8687,31,Male,32754,College,West,Silver,frequent,12733,Home,Toshiba Rice Cooker,0,6
8688,29,Female,18314,HighSchool,South,Silver,rare,8081,Books,The Silent Patient - Alex Michaelides,0,3
8689,25,Male,29178,Bachelor,East,Gold,occasional,10060,Clothing,Levi's Women's 501 Original Fit Jeans,0,7
8690,30,Male,15322,Bachelor,West,Silver,rare,5340,Health,One A Day Men's/Women's Formula,0,4
8691,31,Male,47352,HighSchool,South,Regular,frequent,17205,Electronics,Sennheiser Momentum 4 Wireless Headphones,0,6
8692,28,Female,31834,Bachelor,West,Silver,rare,9983,Books,The Girl on the Train - Paula Hawkins,0,5
8693,34,Female,23344,Bachelor,West,Regular,occasional,5911,Electronics,Google Pixel 8,0,6
8694,31,Male,14674,Bachelor,North,Regular,rare,5294,Electronics,Google Pixel 8,0,5
8695,26,Male,45880,HighSchool,South,Regular,rare,18208,Electronics,Google Pixel 8,0,7
8696,28,Female,25211,Masters,East,Regular,occasional,9148,Home,Panasonic Rice Cooker,1,5
8697,27,Female,8099,College,North,Gold,rare,2614,Electronics,Sony WH-1000XM5 Wireless Noise Cancelling Headphones,0,5
8698,24,Male,7793,College,South,Regular,rare,3586,Books,The Silent Patient - Alex Michaelides,0,6
8699,25,Male,47343,College,South,Silver,rare,10561,Clothing,Adidas Essentials Logo T-shirt,1,4
8700,28,Male,37276,College,South,Gold,occasional,14117,Food,Pringles Original Potato Crisps,1,5
8701,27,Male,8854,HighSchool,South,Regular,occasional,3331,Electronics,Bose QuietComfort 45 Noise Cancelling Headphones,0,4
8702,31,Female,29480,College,West,Regular,rare,11444,Health,Panadol Extra Tablets,0,6
8703,21,Female,41576,College,East,Silver,rare,15877,Electronics,Apple iPhone 15 Pro,0,4
8704,24,Male,30293,HighSchool,West,Regular,rare,11977,Clothing,Zara Women's Hi-Rise Skinny Jeans,1,6
8705,36,Female,35038,HighSchool,North,Silver,rare,9855,Health,Panadol Extra Tablets,0,6
8706,28,Female,33123,College,North,Regular,frequent,11967,Clothing,Zara Women's Hi-Rise Skinny Jeans,0,5
8707,31,Female,9295,College,North,Regular,rare,3290,Electronics,Sennheiser Momentum 4 Wireless Headphones,0,4
8708,34,Female,8392,College,East,Silver,rare,2395,Electronics,Apple iPhone 15 Pro,0,5
8709,30,Female,42554,Masters,North,Regular,occasional,13747,Electronics,Samsung Galaxy S24,0,6
8710,35,Female,31106,HighSchool,East,Gold,rare,11424,Electronics,Sennheiser Momentum 4 Wireless Headphones,1,5
8711,34,Male,37414,HighSchool,South,Regular,rare,12823,Electronics,Apple iPhone 15 Pro,0,7
8712,39,Male,12360,Masters,East,Regular,occasional,5030,Food,Pringles Original Potato Crisps,1,5
8713,34,Male,14264,College,East,Silver,rare,5139,Beauty,Cetaphil Gentle Skin Cleanser,0,4
8714,39,Female,31205,HighSchool,North,Regular,occasional,11985,Health,Blackmores Multivitamin For Adults,1,6
8715,30,Female,9944,Bachelor,East,Regular,rare,3651,Home,Toshiba Rice Cooker,1,5
8716,25,Female,42997,College,West,Regular,occasional,12032,Clothing,Levi's Women's 501 Original Fit Jeans,0,7
